gene_symbol,lr_coef,lr_abs
SEMA4B,0.017378476,0.017378476
ADAMTS9,0.017378261,0.017378261
MAN2A2,0.01737822,0.01737822
KCNK15,0.017375551,0.017375551
FAM111A,0.017374502,0.017374502
CTD-2516F10.4,0.017369889,0.017369889
VPS9D1-AS1,0.01736857,0.01736857
GS1-24F4.2,0.01736806,0.01736806
GGA3,0.017367216,0.017367216
KIF3B,0.01736622,0.01736622
RP11-508N22.12,0.01736482,0.01736482
KMT2B,0.017364703,0.017364703
TBK1,0.017359054,0.017359054
SUCLG2-AS1,0.017355131,0.017355131
RP11-10C24.2,0.017350027,0.017350027
PABPC1,0.017347986,0.017347986
HLA-DQA1,0.017344706,0.017344706
GXYLT2,0.017324232,0.017324232
TDRG1,0.01731367,0.01731367
CLDN1,0.017313508,0.017313508
RNF31,0.017309248,0.017309248
UGGT1,0.017308498,0.017308498
RP11-63L7.5,0.017307494,0.017307494
RP11-254F7.2,0.017301017,0.017301017
RP11-624D11.2,0.017298639,0.017298639
SNU13,0.017287385,0.017287385
BBOX1,0.017277662,0.017277662
HEATR5B,0.017274238,0.017274238
NOL10,0.017272394,0.017272394
ITGB2,0.017263902,0.017263902
RBM38,0.017260643,0.017260643
LINC00052,0.017258156,0.017258156
RP11-96L14.7,0.017251259,0.017251259
TRMT6,0.017251099,0.017251099
ALDH1L2,0.017247837,0.017247837
AC002550.6,0.01724468,0.01724468
ARSA,0.017240476,0.017240476
TWIST1,0.0172361,0.0172361
AC010761.10,0.017231809,0.017231809
MAB21L1,0.017231269,0.017231269
MORF4L1,0.017229568,0.017229568
SEC11A,0.017228689,0.017228689
OLFML2B,0.01722538,0.01722538
ABHD13,0.017223863,0.017223863
ACKR3,0.01721601,0.01721601
PSMF1,0.017214205,0.017214205
EIF1,0.017208248,0.017208248
RAI14,0.01720614,0.01720614
SECISBP2,0.017205626,0.017205626
RP11-216B9.9,0.01719858,0.01719858
APEX1,0.017197652,0.017197652
PRPS2,0.01719087,0.01719087
PDLIM2,0.017187942,0.017187942
NOS1AP,0.017187785,0.017187785
TBX6,0.017187076,0.017187076
PRSS58,0.01718186,0.01718186
EMX2OS,0.017181544,0.017181544
SLK,0.017177586,0.017177586
ERC2,0.017176352,0.017176352
XYLT2,0.017172672,0.017172672
EDDM3B,0.017166305,0.017166305
AADAT,0.017152706,0.017152706
CTB-66B24.1,0.01715083,0.01715083
RP11-809H16.5,0.017138597,0.017138597
RNF217-AS1,0.017138192,0.017138192
IRX3,0.017137708,0.017137708
EGFL8,0.017135981,0.017135981
PLEK,0.017134434,0.017134434
PRR26,0.01713209,0.01713209
EIF3E,0.01712577,0.01712577
TMPRSS12,0.017121358,0.017121358
ATXN3,0.017116796,0.017116796
SLC25A26,0.017109452,0.017109452
RP5-1021I20.5,0.017090866,0.017090866
RP11-798M19.3,0.01709061,0.01709061
RP11-3J1.1,0.017086258,0.017086258
HS3ST5,0.017080892,0.017080892
C6orf203,0.017080799,0.017080799
STK11IP,0.017077526,0.017077526
SLC15A2,0.017075326,0.017075326
ARL6IP5,0.017073914,0.017073914
CDO1,0.017061165,0.017061165
CAT,0.01705758,0.01705758
RP11-1105G2.3,0.01705346,0.01705346
MPRIP,0.01705237,0.01705237
ABCB9,0.017038295,0.017038295
LINC00969,0.017035013,0.017035013
DSCAS,0.017031083,0.017031083
AVPR1A,0.017030694,0.017030694
LA16c-325D7.1,0.017025135,0.017025135
SCARF2,0.01702492,0.01702492
RP11-455J20.3,0.017023828,0.017023828
TNFRSF10D,0.017022304,0.017022304
RP11-319E12.1,0.01701457,0.01701457
ZNF543,0.017013006,0.017013006
ACTG2,0.017010871,0.017010871
RP13-297E16.5,0.017010422,0.017010422
ZC3H7A,0.01700985,0.01700985
LYST,0.017003223,0.017003223
EIF3F,0.016997773,0.016997773
LMOD1,0.016990164,0.016990164
IFITM2,0.01698952,0.01698952
SNX16,0.016981374,0.016981374
WFDC6,0.016979598,0.016979598
RP11-90E5.1,0.016977375,0.016977375
PDCD4,0.016972711,0.016972711
SRSF1,0.016971081,0.016971081
ZNF574,0.016969424,0.016969424
KLRB1,0.016969053,0.016969053
OAZ2,0.01696517,0.01696517
SMAD1,0.01696418,0.01696418
TUBB,0.016961075,0.016961075
CCDC50,0.01696076,0.01696076
ACKR4,0.016959593,0.016959593
SLC25A2,0.016958231,0.016958231
PTPN2,0.016955394,0.016955394
TPBG,0.016955107,0.016955107
SPINT3,0.016952926,0.016952926
RP11-54O7.3,0.016952798,0.016952798
CDK2AP1,0.016952517,0.016952517
MMP15,0.016951896,0.016951896
RP4-753D4.2,0.016951723,0.016951723
PODN,0.016951315,0.016951315
RPRM,0.016946644,0.016946644
AC006004.1,0.016940441,0.016940441
AOC2,0.016938843,0.016938843
ENOSF1,0.016938664,0.016938664
H1FX-AS1,0.016935715,0.016935715
MOCS1,0.01693151,0.01693151
RYBP,0.016930845,0.016930845
RASAL2-AS1,0.016923603,0.016923603
RP11-210M15.1,0.016921801,0.016921801
AP4E1,0.016919568,0.016919568
RGS6,0.016918136,0.016918136
HAND2,0.016915388,0.016915388
HS3ST1,0.016913505,0.016913505
CH507-9B2.1,0.016906926,0.016906926
RP11-532L16.3,0.0168949,0.0168949
SAPCD1-AS1,0.016890604,0.016890604
DYNC1I1,0.016885074,0.016885074
RP11-439L18.2,0.016884921,0.016884921
SERPINH1,0.016881667,0.016881667
LEAP2,0.016879342,0.016879342
KIF16B,0.016877223,0.016877223
BCL2A1,0.016865676,0.016865676
NAALADL2,0.016864885,0.016864885
PPP1R1B,0.016862683,0.016862683
CHST6,0.016861985,0.016861985
RP11-706O15.7,0.016860265,0.016860265
MMP13,0.016857114,0.016857114
RBM5,0.016856626,0.016856626
CCDC43,0.016856305,0.016856305
CECR7,0.016849086,0.016849086
SIM2,0.016830055,0.016830055
EFTUD2,0.016829904,0.016829904
C6orf99,0.016827632,0.016827632
HABP4,0.016824173,0.016824173
TRIM46,0.016814945,0.016814945
UTRN,0.016812073,0.016812073
CERS3,0.01681079,0.01681079
ATF2,0.016809216,0.016809216
C19orf35,0.016807819,0.016807819
CILP,0.016802622,0.016802622
ATG4C,0.01679003,0.01679003
KCNK17,0.016789077,0.016789077
TRAF4,0.016785612,0.016785612
TOM1L2,0.016779145,0.016779145
SIGMAR1,0.016775498,0.016775498
ZBED5,0.01677527,0.01677527
KCNG1,0.016762313,0.016762313
TMEM39B,0.016761674,0.016761674
RFX5,0.0167616,0.0167616
UBE2Q2L,0.016758505,0.016758505
ANXA8L1,0.016758073,0.016758073
ASB7,0.016750682,0.016750682
NASP,0.016744085,0.016744085
CTD-2021H9.3,0.01674351,0.01674351
FILIP1L,0.01674124,0.01674124
EPHB2,0.01673143,0.01673143
RP11-357P18.2,0.016719624,0.016719624
INTS1,0.016717149,0.016717149
RBM7,0.016709596,0.016709596
CARS-AS1,0.016708987,0.016708987
EHD4-AS1,0.01670412,0.01670412
PPARD,0.016702024,0.016702024
ANKRD40,0.016701918,0.016701918
GPATCH2L,0.016701316,0.016701316
PIWIL1,0.016700188,0.016700188
ZNF668,0.016698737,0.016698737
RP1-313I6.12,0.016698243,0.016698243
RP11-687F6.5,0.016697794,0.016697794
CAMSAP3,0.016697085,0.016697085
MTMR6,0.016694224,0.016694224
GPAT4,0.016693158,0.016693158
PROKR1,0.016690584,0.016690584
RP11-35G9.5,0.016688952,0.016688952
LINC01347,0.016688207,0.016688207
PCSK1N,0.016683744,0.016683744
RP5-1061H20.4,0.01668018,0.01668018
LCN15,0.016678168,0.016678168
NID1,0.016669987,0.016669987
DISP2,0.01666929,0.01666929
TRUB1,0.01666726,0.01666726
AEN,0.016666776,0.016666776
ATRAID,0.016664196,0.016664196
LTF,0.016663149,0.016663149
PRSS21,0.016653737,0.016653737
FAM9B,0.016647516,0.016647516
HCG25,0.016646583,0.016646583
FAM83B,0.016646206,0.016646206
KRTAP3-2,0.016632618,0.016632618
ATG10,0.016626501,0.016626501
PDIK1L,0.016625853,0.016625853
BNIPL,0.016624685,0.016624685
BRINP1,0.016622633,0.016622633
ARL2,0.016618675,0.016618675
LINC00997,0.01661773,0.01661773
NARS,0.01661274,0.01661274
MMP11,0.016611548,0.016611548
ZBTB40,0.016609127,0.016609127
SFT2D2,0.016608523,0.016608523
ZNRF3-AS1,0.016608045,0.016608045
MAK16,0.016607085,0.016607085
EVI5L,0.016604954,0.016604954
ZNF253,0.016602317,0.016602317
DNMT1,0.016594283,0.016594283
CAMTA1,0.016592953,0.016592953
S100PBP,0.016581235,0.016581235
ZNF418,0.016567895,0.016567895
DUSP6,0.016562998,0.016562998
PIBF1,0.016556125,0.016556125
RP11-736K20.5,0.016553337,0.016553337
ARRB1,0.016552487,0.016552487
CCNYL1,0.016549828,0.016549828
DCN,0.016547875,0.016547875
TRIM44,0.016547803,0.016547803
MTPN,0.016546663,0.016546663
PPP2R3B,0.016544644,0.016544644
ANO3,0.016540213,0.016540213
LITAF,0.016538555,0.016538555
ABL2,0.01653452,0.01653452
SELPLG,0.01653404,0.01653404
ELAVL3,0.01653212,0.01653212
FBXO17,0.016530965,0.016530965
GAL,0.016529545,0.016529545
LPXN,0.016522754,0.016522754
SFXN3,0.01652176,0.01652176
PRKAA1,0.01651757,0.01651757
MESTIT1,0.01651467,0.01651467
KCNQ4,0.016511798,0.016511798
PAPOLA,0.016510611,0.016510611
FNDC5,0.01650655,0.01650655
GGH,0.016506491,0.016506491
RP11-855O10.2,0.01650569,0.01650569
URB1,0.016505403,0.016505403
SEMA4G,0.016504914,0.016504914
GRM3,0.016503066,0.016503066
MMP23B,0.016496923,0.016496923
VEGFA,0.016496861,0.016496861
CDK19,0.016493486,0.016493486
RP11-424N24.2,0.016490068,0.016490068
RP3-475N16.1,0.016489232,0.016489232
APBA1,0.016482769,0.016482769
AC144831.3,0.016482752,0.016482752
MEPCE,0.01648216,0.01648216
RP11-469A15.2,0.016477516,0.016477516
SPATA5,0.016474806,0.016474806
KIF3A,0.016473074,0.016473074
ODF2,0.016471813,0.016471813
GLS,0.016471209,0.016471209
ZNF554,0.016470825,0.016470825
DEGS1,0.016468866,0.016468866
TNNI3K,0.016461866,0.016461866
TCTN2,0.016457798,0.016457798
IL4R,0.016450932,0.016450932
FOXP1-AS1,0.016450364,0.016450364
TXNL4A,0.016447255,0.016447255
RP11-225B17.2,0.016443795,0.016443795
MARK1,0.016441133,0.016441133
TRBV6-6,0.016438732,0.016438732
HDAC1,0.016438207,0.016438207
XPA,0.016434502,0.016434502
TBC1D31,0.01642072,0.01642072
NXN,0.016416144,0.016416144
PDDC1,0.016415782,0.016415782
DPAGT1,0.01641061,0.01641061
BCL6,0.016408572,0.016408572
AC010642.1,0.016396673,0.016396673
RP11-15E1.5,0.016393656,0.016393656
IGSF10,0.016385362,0.016385362
SMN2,0.016382549,0.016382549
C1orf228,0.016381845,0.016381845
NIPAL4,0.016379982,0.016379982
RP11-829H16.3,0.016376996,0.016376996
FOXH1,0.016366282,0.016366282
ZNF772,0.016362812,0.016362812
IL17RC,0.016361954,0.016361954
RP11-930P14.1,0.016357953,0.016357953
C14orf132,0.016354987,0.016354987
MGP,0.016353076,0.016353076
CENPW,0.016352827,0.016352827
DIS3L2,0.016345812,0.016345812
RP11-184A2.3,0.016345065,0.016345065
P2RX6,0.016344517,0.016344517
DNAJC3,0.016341796,0.016341796
ANAPC13,0.016338892,0.016338892
RP3-512B11.3,0.016338075,0.016338075
MFI2,0.016336318,0.016336318
ELL2,0.01633126,0.01633126
RP11-506B6.6,0.016330224,0.016330224
PRELID3A,0.01632292,0.01632292
RP11-452L6.8,0.016316311,0.016316311
GATSL2,0.016316084,0.016316084
PEX10,0.01631528,0.01631528
NRP2,0.01631199,0.01631199
RP11-1038A11.1,0.01630703,0.01630703
TRMT1L,0.016305452,0.016305452
RP11-29B2.6,0.016304227,0.016304227
SAMD1,0.016301109,0.016301109
KB-1507C5.4,0.016294217,0.016294217
PRAC2,0.016293311,0.016293311
LRRC57,0.01628648,0.01628648
AC097381.1,0.016285537,0.016285537
SERPINF1,0.016282933,0.016282933
C3orf22,0.01628192,0.01628192
C11orf74,0.016278038,0.016278038
KCNC4,0.016275678,0.016275678
DUS3L,0.016275223,0.016275223
ITGA11,0.01627293,0.01627293
NFKB2,0.016271023,0.016271023
SAP130,0.016268684,0.016268684
ALOX12B,0.016267208,0.016267208
ABCC2,0.016266037,0.016266037
SLC12A1,0.016265549,0.016265549
SLC3A2,0.016262177,0.016262177
ZFP36L1,0.016260011,0.016260011
NF1,0.016258938,0.016258938
SSTR1,0.016256317,0.016256317
LHX5,0.016255528,0.016255528
FGF18,0.016250713,0.016250713
FAM102A,0.016244164,0.016244164
MRPL47,0.016242355,0.016242355
SLC25A5,0.01624193,0.01624193
CTC-344H19.4,0.016233621,0.016233621
XRCC6,0.016233223,0.016233223
CACNB1,0.016228948,0.016228948
MYO19,0.016224718,0.016224718
MARCKSL1,0.016223814,0.016223814
CTC-559E9.1,0.016222952,0.016222952
RP11-425D17.1,0.01622084,0.01622084
PRDM14,0.016217543,0.016217543
CST9L,0.016215237,0.016215237
SKIDA1,0.016214717,0.016214717
MSH5-SAPCD1,0.016214326,0.016214326
MKL1,0.016213877,0.016213877
PTK6,0.016213458,0.016213458
GTF3C5,0.016211951,0.016211951
ST6GALNAC6,0.016207453,0.016207453
TMEM42,0.016199471,0.016199471
RBM8A,0.016180666,0.016180666
SEPT4,0.016173908,0.016173908
PIP5K1A,0.016173545,0.016173545
TSFM,0.016173476,0.016173476
RP11-495P10.6,0.01617227,0.01617227
SLX1B,0.01616639,0.01616639
CTC-366B18.2,0.016163988,0.016163988
ZNF429,0.016163805,0.016163805
CLMN,0.016162679,0.016162679
ATP2B4,0.016155977,0.016155977
UG0898H09,0.016153699,0.016153699
GPR137C,0.016151166,0.016151166
TFG,0.016150478,0.016150478
RP11-326I11.3,0.016147288,0.016147288
IGLV1-47,0.016145883,0.016145883
METTL1,0.016145062,0.016145062
NKILA,0.016137876,0.016137876
HNRNPU-AS1,0.01613712,0.01613712
SOWAHA,0.016136188,0.016136188
FAM19A4,0.01613553,0.01613553
DCAF12L2,0.016134642,0.016134642
RP11-798L4.1,0.016132245,0.016132245
TWIST2,0.016130254,0.016130254
RP11-294N21.3,0.016130172,0.016130172
GNB1L,0.016129322,0.016129322
PARD3,0.016118359,0.016118359
XX-C2158C12.1,0.016112844,0.016112844
LCE1B,0.01611269,0.01611269
PLA2G10,0.016107094,0.016107094
PRRX1,0.016096195,0.016096195
TTBK1,0.016094644,0.016094644
RAC1,0.016086018,0.016086018
EMILIN3,0.01608535,0.01608535
RP11-274H2.3,0.016084453,0.016084453
MRPL37,0.016083676,0.016083676
STK10,0.016083,0.016083
MMP12,0.016081212,0.016081212
ARL6,0.016081138,0.016081138
RP11-677I18.3,0.01607465,0.01607465
SLC2A1,0.016071435,0.016071435
TYROBP,0.016071089,0.016071089
SLMAP,0.016068887,0.016068887
RP11-763B22.4,0.016067829,0.016067829
ZADH2,0.016064635,0.016064635
TLDC2,0.016057502,0.016057502
ATL3,0.016054677,0.016054677
GALNT12,0.016048908,0.016048908
SPRR2D,0.01604803,0.01604803
THAP7-AS1,0.016045587,0.016045587
PLEKHG3,0.016041115,0.016041115
GLYATL1P3,0.016036581,0.016036581
CTD-2104P17.2,0.01603505,0.01603505
RP11-276M12.1,0.016032657,0.016032657
RP1-39G22.7,0.016027354,0.016027354
LINC00866,0.016023925,0.016023925
CYB5R3,0.01602262,0.01602262
BHLHB9,0.016022222,0.016022222
CDKN1B,0.016021302,0.016021302
ZNF45,0.016020428,0.016020428
RNF187,0.016019857,0.016019857
SOX21,0.016014846,0.016014846
ANKRD46,0.01601285,0.01601285
PTBP2,0.016010629,0.016010629
RP11-387A1.5,0.016007379,0.016007379
PPL,0.016003326,0.016003326
B4GALT3,0.015999282,0.015999282
CA3-AS1,0.015997475,0.015997475
RFX3-AS1,0.015995657,0.015995657
NPM3,0.015993927,0.015993927
SUGP1,0.015991196,0.015991196
DEPDC1B,0.015987482,0.015987482
CCT7,0.015987394,0.015987394
HOMER3,0.015986469,0.015986469
RP11-242D8.1,0.015980572,0.015980572
RNASEK-C17orf49,0.015972203,0.015972203
RNF25,0.0159694,0.0159694
NKX2-8,0.015967214,0.015967214
CHMP1B,0.015962891,0.015962891
RP11-848P1.5,0.01596147,0.01596147
LOXL2,0.015959574,0.015959574
RP11-432B6.3,0.015958583,0.015958583
C15orf61,0.015946316,0.015946316
GJC3,0.015945295,0.015945295
SNX7,0.015945114,0.015945114
KLHL36,0.015942864,0.015942864
HACE1,0.015940387,0.015940387
CTSK,0.015935246,0.015935246
LMAN1,0.01592537,0.01592537
RP11-620J15.3,0.015925292,0.015925292
ADH6,0.015924094,0.015924094
DNAJC9-AS1,0.015918626,0.015918626
RP11-48G14.3,0.015912173,0.015912173
GTF2H1,0.015911253,0.015911253
CTB-107G13.1,0.015911,0.015911
RP11-218F10.3,0.015906518,0.015906518
RP11-1017G21.5,0.01590289,0.01590289
SLC29A3,0.01590221,0.01590221
EIF4B,0.01589929,0.01589929
MAP3K6,0.015897296,0.015897296
SCLT1,0.015895426,0.015895426
NHLRC1,0.015889186,0.015889186
SERTAD1,0.015883831,0.015883831
RRAS2,0.015883721,0.015883721
RGR,0.01588233,0.01588233
FNIP2,0.015881995,0.015881995
FMO5,0.015874773,0.015874773
ADAM22,0.01587467,0.01587467
PALD1,0.015864043,0.015864043
KLK5,0.015862921,0.015862921
CACNG1,0.015861355,0.015861355
SCFD2,0.01585984,0.01585984
PWAR6,0.015857594,0.015857594
TKT,0.015856624,0.015856624
PDIA3,0.01585514,0.01585514
CREBBP,0.015854843,0.015854843
TEX261,0.015852882,0.015852882
COCH,0.015851893,0.015851893
LINC01410,0.015848741,0.015848741
C1orf53,0.015836844,0.015836844
ZNF614,0.015829574,0.015829574
SEPT2,0.015829137,0.015829137
SMPD3,0.0158281,0.0158281
RP11-221J22.1,0.015827393,0.015827393
KCNK5,0.015814817,0.015814817
NKX6-1,0.015814759,0.015814759
CTB-11I22.2,0.015814653,0.015814653
CCAT2,0.015814383,0.015814383
PPP1R3B,0.015813358,0.015813358
IGKV6-21,0.015812654,0.015812654
EYA2,0.015806621,0.015806621
TMEM11,0.015805308,0.015805308
RPS9,0.015801158,0.015801158
B3GNT9,0.015798125,0.015798125
RP11-297C4.3,0.01579726,0.01579726
FAM101A,0.015789399,0.015789399
C11orf95,0.01578923,0.01578923
OXLD1,0.015785966,0.015785966
OPTN,0.01577435,0.01577435
LSP1,0.015773522,0.015773522
CLDN2,0.015772427,0.015772427
RGPD6,0.015769921,0.015769921
DERL3,0.01576221,0.01576221
GRHPR,0.015758906,0.015758906
RNF223,0.015754262,0.015754262
FAM66B,0.015752202,0.015752202
TUBA1B,0.015747545,0.015747545
LINC01013,0.015745094,0.015745094
REPS2,0.01573415,0.01573415
TNFRSF10B,0.015733385,0.015733385
WDR33,0.015731173,0.015731173
RP11-793H13.3,0.015728952,0.015728952
ESRRA,0.015728192,0.015728192
RNF19A,0.015724238,0.015724238
CDC40,0.015721356,0.015721356
ZBTB22,0.015720675,0.015720675
GTPBP10,0.015712714,0.015712714
LINC00693,0.015711373,0.015711373
HORMAD1,0.015710576,0.015710576
AL163953.2,0.015705628,0.015705628
TUBB2B,0.015701732,0.015701732
AC006460.2,0.015698629,0.015698629
CASC19,0.015697503,0.015697503
TP53TG3C,0.015696745,0.015696745
TRDV2,0.015691616,0.015691616
AC007365.1,0.015688464,0.015688464
HDAC7,0.015688434,0.015688434
LILRB3,0.015688393,0.015688393
PGM2,0.015687253,0.015687253
UPP1,0.015684277,0.015684277
RHOQ,0.015683083,0.015683083
SCN4A,0.015682833,0.015682833
KLHDC4,0.015673911,0.015673911
NDUFAF5,0.015670324,0.015670324
RP11-724N1.1,0.015668076,0.015668076
MARCH10,0.015657842,0.015657842
REXO2,0.01565582,0.01565582
FTL,0.015654381,0.015654381
RPS4X,0.015648432,0.015648432
IMPA2,0.015644265,0.015644265
CCDC85B,0.0156409,0.0156409
PLP2,0.015640732,0.015640732
SUN2,0.015638066,0.015638066
PID1,0.015635693,0.015635693
FAM120C,0.01563457,0.01563457
RP5-1125A11.6,0.015633203,0.015633203
TMEM216,0.015629785,0.015629785
CTD-2213F21.3,0.015629712,0.015629712
RP11-380D23.1,0.015627665,0.015627665
RP11-374M1.4,0.015627423,0.015627423
GRIK1,0.015617486,0.015617486
RP11-245D16.4,0.01561645,0.01561645
LRRC16A,0.0156128695,0.0156128695
NPW,0.015609157,0.015609157
CLPSL1,0.015606125,0.015606125
TNS2,0.015597675,0.015597675
SHKBP1,0.015577931,0.015577931
HOXB3,0.01557725,0.01557725
TMEM51-AS1,0.015576374,0.015576374
GPX7,0.015569854,0.015569854
THAP9,0.015565448,0.015565448
GTF3A,0.015561357,0.015561357
RP3-508I15.19,0.015556522,0.015556522
MB21D2,0.015549114,0.015549114
LBR,0.015547194,0.015547194
AP003068.23,0.015546738,0.015546738
HSPB2,0.01554602,0.01554602
PPIH,0.015544875,0.015544875
PPP1R9A,0.015544656,0.015544656
POLR3G,0.015543002,0.015543002
KIAA0430,0.015542725,0.015542725
ZNF726,0.01553712,0.01553712
RP4-758J18.10,0.015535161,0.015535161
SVBP,0.015529672,0.015529672
MAFTRR,0.015529231,0.015529231
METTL21A,0.015528272,0.015528272
RP4-735C1.6,0.015523993,0.015523993
USP5,0.015517238,0.015517238
SLC41A3,0.015516653,0.015516653
RBP2,0.0155156655,0.0155156655
ABCF3,0.015507389,0.015507389
ZAN,0.015497186,0.015497186
PTCHD2,0.015497141,0.015497141
ABC11-4932300O16.1,0.015491777,0.015491777
PARD6G-AS1,0.015488646,0.015488646
XXbac-BPG55C20.7,0.015487241,0.015487241
PTGS1,0.015484547,0.015484547
C4BPA,0.01548405,0.01548405
CCDC122,0.015483797,0.015483797
SRGAP2,0.01548274,0.01548274
CIZ1,0.015478809,0.015478809
CPEB1,0.015459465,0.015459465
NUDCD1,0.015455061,0.015455061
SNHG18,0.015446461,0.015446461
KCNK16,0.015445657,0.015445657
CH507-338C24.1,0.015445457,0.015445457
RAB29,0.015440032,0.015440032
CTD-2650P22.1,0.015431894,0.015431894
PIK3C3,0.015428745,0.015428745
CARD16,0.015427216,0.015427216
POLR1E,0.015422082,0.015422082
DCBLD2,0.015415977,0.015415977
RP11-122F24.1,0.015413763,0.015413763
KRT23,0.015411807,0.015411807
PLEKHB1,0.015402363,0.015402363
LIFR-AS1,0.015400439,0.015400439
CTNNA2,0.015397986,0.015397986
RSRC2,0.015395144,0.015395144
MTA1,0.015391688,0.015391688
RP1-249I4.2,0.015389029,0.015389029
RALGDS,0.015386768,0.015386768
PRKAB1,0.0153857805,0.0153857805
RP11-362F19.1,0.01538454,0.01538454
TMA16,0.015382402,0.015382402
MESDC2,0.015380667,0.015380667
TRMT10A,0.015380156,0.015380156
OR8A1,0.015375352,0.015375352
ABCC6,0.015375061,0.015375061
CDS2,0.015374508,0.015374508
RPL13,0.01537428,0.01537428
TMPRSS4,0.015372615,0.015372615
RP11-230G5.2,0.015371654,0.015371654
TBC1D9B,0.015369274,0.015369274
ADHFE1,0.015361674,0.015361674
RP4-580N22.2,0.01536027,0.01536027
HFE,0.0153601505,0.0153601505
RHEBL1,0.015359879,0.015359879
RP11-799D4.4,0.015359772,0.015359772
KLHDC7A,0.015357205,0.015357205
JAGN1,0.0153541425,0.0153541425
DIEXF,0.01535408,0.01535408
CDKL5,0.015350969,0.015350969
FBXO7,0.0153495185,0.0153495185
RP11-56B16.5,0.015344174,0.015344174
CST11,0.01534198,0.01534198
GJD3,0.015340645,0.015340645
AF165138.7,0.015339235,0.015339235
LINC00926,0.015335737,0.015335737
FAM90A1,0.015332983,0.015332983
RP11-304L19.13,0.0153281335,0.0153281335
RP1-266L20.2,0.015316914,0.015316914
ZNF653,0.01531282,0.01531282
ILDR2,0.015308836,0.015308836
COMP,0.015307596,0.015307596
SLC11A1,0.015305714,0.015305714
LINC00987,0.015301982,0.015301982
LCMT1,0.015301121,0.015301121
TMEM229B,0.015300056,0.015300056
ZNF514,0.015288902,0.015288902
RP11-736K20.6,0.015288501,0.015288501
CRYM-AS1,0.0152883865,0.0152883865
SLC16A3,0.015287627,0.015287627
RPL37A,0.015275153,0.015275153
ZNF703,0.015274769,0.015274769
RPL31,0.015269144,0.015269144
USP24,0.015268725,0.015268725
HSPA5,0.015267953,0.015267953
AGRN,0.015258337,0.015258337
IFIT3,0.015257049,0.015257049
COL4A4,0.015254671,0.015254671
PET117,0.015246838,0.015246838
MAP2,0.015244881,0.015244881
SOX3,0.015243109,0.015243109
CABIN1,0.015237164,0.015237164
SCARB2,0.015236741,0.015236741
IER2,0.015235332,0.015235332
CTD-2184D3.6,0.01523323,0.01523323
TMEM201,0.01523318,0.01523318
PDYN,0.0152288005,0.0152288005
HMCN1,0.015227081,0.015227081
LINC01537,0.015225514,0.015225514
RP5-1086K13.1,0.01522522,0.01522522
CTA-212A2.3,0.015218289,0.015218289
TMEM109,0.0152118085,0.0152118085
AC074117.10,0.01521137,0.01521137
ZNF692,0.01521107,0.01521107
AC010987.6,0.015207311,0.015207311
RP11-338C15.5,0.015205967,0.015205967
GPC1,0.015204426,0.015204426
HDAC5,0.0152017595,0.0152017595
LINC00623,0.015200528,0.015200528
AC007161.5,0.015196959,0.015196959
CERS5,0.015196293,0.015196293
RP11-381P6.1,0.015195553,0.015195553
SFTPA2,0.01519245,0.01519245
DENND5B,0.015191713,0.015191713
AP001505.10,0.015188871,0.015188871
RAD18,0.015186577,0.015186577
GRASP,0.0151825715,0.0151825715
PCDHGC3,0.015180563,0.015180563
TLR6,0.015179678,0.015179678
IRF6,0.015178436,0.015178436
COPG1,0.015176666,0.015176666
ADCK5,0.015171686,0.015171686
PDCD2,0.01517103,0.01517103
OSBPL2,0.015170693,0.015170693
ISLR,0.015166951,0.015166951
CCDC155,0.015162757,0.015162757
CH17-353B19.1,0.0151542835,0.0151542835
SPTBN1,0.015153826,0.015153826
RP11-473M20.5,0.015140729,0.015140729
RP11-745O10.4,0.015139907,0.015139907
DZIP1,0.015139112,0.015139112
AC009005.2,0.015134325,0.015134325
FER1L6,0.015133542,0.015133542
ITPRIP,0.015130144,0.015130144
TRPC4,0.0151247345,0.0151247345
SF3A3,0.01512099,0.01512099
ISOC1,0.015120679,0.015120679
RP11-483L5.1,0.015118912,0.015118912
RAB15,0.015117799,0.015117799
ATP2A2,0.015116581,0.015116581
SREBF2,0.015114246,0.015114246
POLE2,0.015112811,0.015112811
TXNL1,0.015111576,0.015111576
PDK1,0.015111008,0.015111008
STK4-AS1,0.015106177,0.015106177
MME,0.015104832,0.015104832
DBH-AS1,0.015102478,0.015102478
KIAA1755,0.015099316,0.015099316
IMPACT,0.0150982225,0.0150982225
GSTA1,0.015096721,0.015096721
PHKG1,0.015095243,0.015095243
CAV3,0.015092343,0.015092343
AC023590.1,0.015086589,0.015086589
DNAJC9,0.015085093,0.015085093
UBE2D1,0.01508448,0.01508448
ZNF454,0.0150794415,0.0150794415
KAZN,0.015075824,0.015075824
UQCRC2,0.01507205,0.01507205
PLEC,0.015071954,0.015071954
RTN4IP1,0.015047107,0.015047107
TGFA,0.015045454,0.015045454
MYB,0.0150411315,0.0150411315
CXorf36,0.0150393825,0.0150393825
RND2,0.015037088,0.015037088
CHST11,0.01503611,0.01503611
GPR150,0.015035849,0.015035849
MTCL1,0.015035717,0.015035717
ABHD5,0.015035616,0.015035616
FAM225A,0.01503432,0.01503432
SKIL,0.015034305,0.015034305
ADAMTS2,0.015031759,0.015031759
TMOD2,0.015031504,0.015031504
GLB1L2,0.015031,0.015031
AWAT1,0.015016573,0.015016573
MT2A,0.0150155695,0.0150155695
