PATIENT_ID,Consensus_16,Stage1_DE_top50,Stage2_Geneformer_top50
MB-0470,0.5720629708335712,0.7345213120742311,0.08989476820530858
MB-0471,0.7269448037877015,0.7243076934545503,0.1526037544203345
MB-0472,0.6607629062294283,0.7340533848742188,0.23348633491284868
MB-0474,0.7957469302395112,0.8880272992714888,0.21108435153717084
MB-0475,0.8247651035000664,0.913204795969262,0.22329853023979282
MB-0476,0.805409939116517,0.9587075124296217,0.1827179509459414
MB-0478,0.822285631411816,0.9399017891791563,0.3320908419801655
MB-0479,0.8236304791422119,0.8909736941252621,0.23446288876688132
MB-0480,0.8197484218951911,0.8660119584654619,0.25814616963905845
MB-0481,0.8174089130200124,0.9697852498134601,0.29812873012841556
MB-0482,0.8095294151450059,0.9323547395472381,0.28742108446267534
MB-0483,0.7638925614774792,0.8814602999291811,0.24301361792572346
MB-0484,0.7436925837506756,0.8776403987192759,0.25062719132891287
MB-0485,0.8209625273375809,0.8653868882297528,0.24482602761688155
MB-0486,0.8109240615281866,0.8816480019620171,0.2870639931972532
MB-0487,0.8304026397033417,0.9409449791642213,0.36488265851127605
MB-0488,0.8289469317168427,0.988141893155232,0.3722669395524838
MB-0489,0.8056914088190584,0.9512862011452756,0.17755677053775074
MB-0490,0.799454737930422,0.8644325640449523,0.25685561640831883
MB-0491,0.7998195410063441,0.9187798922157883,0.21197312906179877
MB-0492,0.748586305118616,0.7904753836831182,0.24760229391377228
MB-0494,0.8576395107659223,0.9229607191316876,0.2983880605951967
MB-0495,0.8273262262051775,0.9466528957395313,0.27325460993301337
MB-0496,0.8425902379659271,0.9269648067446989,0.35180030990129924
MB-0497,0.7742529105257274,0.8544101717791837,0.2140608913903797
MB-0499,0.7216596371551975,0.910858631524091,0.1647109788185168
MB-0500,0.8328533207802632,0.9321491080953812,0.36452130732030824
MB-0501,0.7760134353502394,0.8509014318217478,0.1898072464957931
MB-0502,0.7182739638850423,0.9044831841102742,0.1332814625945015
MB-0503,0.8470147545682896,0.8812390983299305,0.2781634515517694
MB-0504,0.7728116955752393,0.9034488587603091,0.2645575428865756
MB-0505,0.8304888156236564,0.9416918841999286,0.2828330666698151
MB-0506,0.7867763140776565,0.8531693162880416,0.21007850766766212
MB-0507,0.8436603266953899,0.9208558455649971,0.22929392969274603
MB-0508,0.824170791603076,0.8798597182921976,0.31579337465166435
MB-0509,0.8336947911926423,0.94165925378169,0.22676146906942168
MB-0510,0.7956166211823696,0.9204503801389804,0.2961144390181107
MB-0511,0.8058426835415217,0.9324660456559833,0.26125188415634976
MB-0512,0.8327449500723058,0.9174184014050427,0.2484577152222251
MB-0513,0.8109840194299408,0.873537687991244,0.14666015250144515
MB-0514,0.7855709733596461,0.8801155691300461,0.22353765646934007
MB-0516,0.9070165646813142,0.9551393230592785,0.4154601434506962
MB-0517,0.7987967002058493,0.8881452989174062,0.2779526695334869
MB-0519,0.8032969265879198,0.9598933566705058,0.31107080957742517
MB-0521,0.8010260957426216,0.9446735683561065,0.32197060687217793
MB-0522,0.8128830186874807,0.8380219340946045,0.2854767566143233
MB-0524,0.8173610537348053,0.916528561405651,0.29069354248835844
MB-0525,0.8471843134149939,0.9212324420849166,0.32027755619193954
MB-0526,0.7786492404764612,0.8023771751093626,0.2245318406356015
MB-0527,0.8181703119082524,0.9144023568448173,0.26082018462767986
MB-0528,0.7679248411445023,0.865467720419599,0.1925277223271698
MB-0529,0.7907638606697719,0.8606395015729886,0.231769258955862
MB-0531,0.8452729030439665,0.9861275458567994,0.38267359213218965
MB-0532,0.846886392221223,0.864891232433718,0.23729064866125152
MB-0534,0.8361381390048023,0.9524460746364836,0.38825703433494607
MB-0535,0.8203900506400003,0.8995956348912747,0.26660686209004847
MB-0536,0.7585056741636407,0.8634459588496909,0.21955725227042805
MB-0537,0.8539828122353451,0.9636178978182539,0.34567770958391353
MB-0538,0.7712499003961566,0.8702619607806101,0.2624668436846875
MB-0539,0.8742170228832159,0.9454838485511924,0.3271535794952252
MB-0540,0.7169400298263015,0.9140203024504506,0.10599221848360625
MB-0541,0.7662972709095456,0.8696733914061217,0.22712209732258148
MB-0542,0.8100489265614882,0.9179504595677314,0.2701814200068836
MB-0543,0.779050494161855,0.8635534876789642,0.2548516600300249
MB-0544,0.8570981946557593,0.8695719577597353,0.30005086746629506
MB-0545,0.8640766527704741,0.9387747520110507,0.29019644459353644
MB-0546,0.8141513105950393,0.9095709970407978,0.23638502214342966
MB-0549,0.7675545579888026,0.8382746975627752,0.24381353501833772
MB-0550,0.7937167196879231,0.840581994388597,0.21967458882689622
MB-0551,0.7833916490824383,0.9432980919199835,0.3494908965421761
MB-0552,0.8164789685660386,0.9345164478167924,0.2687893318988594
MB-0553,0.7132169033386474,0.8339176694961395,0.1819288995696485
MB-0554,0.806856796056771,0.8943065776362368,0.23531892314561637
MB-0558,0.7672623824153567,0.920844007314148,0.2873957623275952
MB-0559,0.7328985807951091,0.8174983903304748,0.1973055308935306
MB-0564,0.8465302884990709,0.9269316651627736,0.29725099175559155
MB-0568,0.7822901812684924,0.8969043257988356,0.26884005937735356
MB-0569,0.8089504428751662,0.8968434877048649,0.24756988876913347
MB-0570,0.7256745694798551,0.7757669998846453,0.1858414640169009
MB-0571,0.8103331776507171,0.90481060214887,0.2337310267978437
