gene,spearman_r,pval
SDCBP2,-0.03667999395200911,9.374339782820824e-09
IGKV3D-20,-0.036497870786627154,1.1090409321687505e-08
EBI3,-0.036267126805518246,1.3707224334886533e-08
DNER,-0.036119754356320616,1.568267043733972e-08
RP1-32I10.10,-0.03609456256138515,1.6046944460120387e-08
TRBV27,-0.03580765461406297,2.0820993162639226e-08
NMB,-0.03572657252277968,2.2403291127554998e-08
DCDC2,-0.03572359835534316,2.246349663278132e-08
GSTA3,-0.0356615925464719,2.3755035159763392e-08
PDLIM4,-0.03565769114066425,2.3838665193491162e-08
CD209,-0.03510480410929081,3.9082014170142783e-08
MTRNR2L8,-0.03482609729884317,5.0003521390863246e-08
LOX,-0.034541706944980266,6.417652776943536e-08
PPP1R1A,-0.03443994758118488,7.013761842499218e-08
CEMIP,-0.0344013022284821,7.253915939141127e-08
RP11-400N13.3,-0.0343093237207055,7.857970682348073e-08
IER5L,-0.03418080390506386,8.784198673596467e-08
IGHV1-12,-0.03415506908248006,8.981968994040589e-08
CCL15,-0.03414130400847163,9.089515122526193e-08
GLT8D2,-0.033905954264035046,1.1133132039058755e-07
LYVE1,-0.03374264479255194,1.2805504955236044e-07
MXRA7,-0.033540102284530464,1.5219274014880553e-07
FGG,-0.03350869846993718,1.5630903612247607e-07
PCSK5,-0.03345500938435817,1.635970159579301e-07
SEPT4,-0.03341933293996413,1.686204378075673e-07
ADIRF,-0.03336977156816058,1.7584707206944929e-07
IGLV2-14,-0.0330690228340366,2.2655979847812436e-07
CALD1,-0.033028518692165255,2.3438636307380085e-07
SLC5A11,-0.032795230470247634,2.848088745996627e-07
TK1,-0.032756470584038196,2.941429749513273e-07
PPBP,-0.03267290514654096,3.1528262713775773e-07
SCEL,-0.032666090415901045,3.170698092459848e-07
CCL20,-0.03263698930984829,3.2481232351205695e-07
IGHV3-62,-0.03241138925667148,3.913461406321476e-07
TNFSF13B,-0.03237332034719427,4.0379925355167716e-07
TRPA1,-0.03227733583591425,4.369185419026462e-07
NDRG1,-0.03209553089900644,5.069725291320942e-07
ESAM,-0.03208211768506943,5.125494706446792e-07
C2,-0.03202491756196886,5.37003282792989e-07
TTYH1,-0.03199008566694653,5.524413836907767e-07
SOX18,-0.03198366230914372,5.553346743607861e-07
ORM1,-0.03188080392096102,6.037040392622079e-07
AVPI1,-0.031717437990261166,6.889771223651896e-07
CRCT1,-0.031715775965267735,6.899016076393213e-07
CALCA,-0.03152753327931451,8.027143432089494e-07
PDGFRL,-0.03151482095020284,8.109417608868698e-07
BPIFB3,-0.03131138684792799,9.541883775477897e-07
SLC7A7,-0.031071370252381422,1.1546058005424818e-06
SPRR2A,-0.03106876046901239,1.1569931343799415e-06
CALCB,-0.030844562066465013,1.380802065887325e-06
PDYN,-0.030770316146284407,1.4636956143040169e-06
BAMBI,-0.030767805415211298,1.466580779595382e-06
MMP11,-0.030645281379562295,1.61421683805054e-06
TPM2,-0.030597715911026137,1.6752962189764561e-06
PRSS56,-0.030548396263483706,1.7409712883998918e-06
DEPDC1,-0.030499131111507895,1.8090399954282885e-06
CSF3,-0.030119343532883553,2.4267014704808293e-06
TRAV8-6,-0.030115179647826895,2.434483050345262e-06
PCK1,-0.02991664624407462,2.834615009362782e-06
IL24,-0.029880471329765197,2.914018285977686e-06
GRP,-0.029850954519714912,2.9803838230069556e-06
OGN,-0.02984057033283905,3.00407453427411e-06
RNF39,-0.029840190525983436,3.004944449369598e-06
S100A7A,-0.029812895134706485,3.0680989076932917e-06
KCNJ6,-0.029811951125412014,3.0703057195944564e-06
RP4-781K5.4,-0.029656030298888233,3.4564677890940882e-06
IGLV2-5,-0.029156508492880907,5.03250703045567e-06
CH17-373J23.1,-0.029073844773249872,5.3522547701639725e-06
ITGA11,-0.02906016073494428,5.407027396147534e-06
AC098973.2,-0.029008130547348746,5.620226446192454e-06
NUAK1,-0.028999808104529002,5.655066382633651e-06
IGLV3-25,-0.0289710042118247,5.777249879138885e-06
SUCNR1,-0.02896747745036398,5.792382552603162e-06
IGKV3-7,-0.02868891255170505,7.115235466711188e-06
IGLV3-10,-0.02862130538058999,7.477390628080697e-06
PDLIM3,-0.028594489794556272,7.625861837119947e-06
SPRR1A,-0.02857933136003049,7.711032977457563e-06
IGSF1,-0.02831217149398507,9.370016739570455e-06
AQP4,-0.02830378362925407,9.427261295894753e-06
FOXP3,-0.02814586985751141,1.0569403345971584e-05
FST,-0.02809495429352132,1.0965017979956197e-05
IGFL1,-0.02791512646410278,1.2478488669533507e-05
OLFM4,-0.027854525449334092,1.3031986386970714e-05
TRAV19,-0.02759901848556153,1.5633911368061802e-05
KRT7,-0.02755463672785024,1.6133622810630762e-05
RP11-106E15.1,-0.027544265442469414,1.6252572394841987e-05
CXCL5,-0.027476294109445125,1.7053083029773592e-05
ECSCR.1,-0.02744913786698353,1.7383295431885308e-05
C11orf96,-0.027196857108832795,2.0756314082366644e-05
IGKV3D-15,-0.027195447393672616,2.077680560208164e-05
C2orf54,-0.02713608992367608,2.165731346586018e-05
FSIP1,-0.027062558143869417,2.2797383874312283e-05
SFTPC,-0.026901739618233958,2.5493027963692917e-05
STAC2,-0.0268688942115896,2.6079664853317913e-05
GBP6,-0.02677054758595693,2.7913926949977352e-05
HILPDA,-0.02669289565023731,2.9448192852925835e-05
SLC6A4,-0.026619448916856508,3.097286450646769e-05
IGHV3-20,-0.026595853444129004,3.1478395791183586e-05
FOLR2,-0.026520636481104594,3.314275758260151e-05
CSF2,-0.026492903504958816,3.377724998259268e-05
IGKV1D-8,-0.026398241664166166,3.603099639607917e-05
EGFL7,-0.02638636136356592,3.6323728522556434e-05
STARD3,-0.026337568416089134,3.7549842552802696e-05
C3AR1,-0.025837235626464786,5.260801599134764e-05
CYP26A1,-0.02579330563588836,5.417367632015091e-05
NCF2,-0.02576292026514532,5.52823246015724e-05
TRBV10-3,-0.025756608012181468,5.5515315483467705e-05
FURIN,-0.025670287217239143,5.879629858085246e-05
PTGS2,-0.025549762532782,6.368565738398533e-05
DIO3,-0.025388606418750344,7.08268637065124e-05
LINC00162,-0.025324190264520242,7.388793460864413e-05
FEN1,-0.024980848255806896,9.242846399031419e-05
VEGFC,-0.024770069326030583,0.00010590212550090302
RAD21,-0.024752723769442018,0.00010708978138551859
CD36,-0.024630143918251125,0.00011584806912775058
OLFML2A,-0.02459517353357585,0.00011846792902763554
TRBV7-3,-0.02425322637491335,0.00014720214633503876
FGB,-0.024250290014804277,0.00014747516932138574
MORN5,-0.024242038587769556,0.0001482449421598355
HSPA6,-0.024150171272486597,0.00015707462149924583
ID4,-0.024117890537876132,0.00016029304835599972
ASCL1,-0.024007761628003547,0.00017174616172063685
DCSTAMP,-0.02396673394135667,0.00017620639583224164
CH17-224D4.1,-0.02391219450696281,0.00018230431747265021
PTGDS,-0.023910839437839906,0.00018245832068838926
NKX3-2,-0.02388575927475796,0.00018533084766519207
GALNT1,-0.023872092017129417,0.0001869140513657802
CYS1,-0.02357049523545341,0.00022525942898272627
IGLV1-36,-0.0235058329400658,0.0002343897559074967
HEY1,-0.023443037632785636,0.00024358788154518155
CLDN3,-0.023320051866925047,0.00026259176745298057
CLEC5A,-0.023267885819051645,0.00027106506600746536
KRTAP2-3,-0.023254892719969656,0.00027321503470315825
TRAV12-2,-0.023122817239714644,0.00029599526853588094
CYP27A1,-0.023109707631487984,0.0002983509370145764
CYP26B1,-0.02308887910382091,0.0003021297579816387
FGF19,-0.022991339920952956,0.00032042978184034003
KRT81,-0.022958171944357897,0.0003268854947302866
TRBV30,-0.022928222191432705,0.00033281920304789755
LINC01537,-0.02278036427763568,0.0003636188962348082
DACT1,-0.02267196172731259,0.00038787133960359863
LRRC15,-0.022562498260738414,0.00041388858191673995
SLC1A6,-0.022540616774318564,0.0004192810767744364
ASPH,-0.022517321827762938,0.0004250939626486467
WNT10B,-0.022511957143342153,0.0004264432524690197
HPX,-0.022385598881027417,0.0004594040647208893
INHA,-0.022354498492278323,0.0004678735076568454
CBLN2,-0.022118054250819714,0.000537188979454234
AURKA,-0.021976856247116715,0.0005830275216259567
CCNB1,-0.021963541250572715,0.0005875329622784098
CEACAM5,-0.021933960610520397,0.0005976584937362502
AC233755.1,-0.021858652062659495,0.000624174553618324
RP11-1L9.1,-0.021722256895056812,0.000675004883938767
FXYD4,-0.021625295961208695,0.0007134510518325554
TUBA3C,-0.0213971650781283,0.0008120731458786691
MMP23B,-0.02138336531750956,0.0008184268820326887
IGKV1-33,-0.021352251963881682,0.000832921792134286
MYL7,-0.021243738027544878,0.0008853598858495073
TRAV16,-0.020985412492586984,0.001022748046490008
TNFRSF9,-0.02096055979022972,0.001036957022823824
EDIL3,-0.020861274414539183,0.001095563073169952
GAP43,-0.020809413103726006,0.001127379483748147
PALLD,-0.020614245514324222,0.0012549236325941728
ADGRF5,-0.02056095920972161,0.001291992515744117
CYGB,-0.0205516919500254,0.0012985415711391864
IGLV3-27,-0.02043748713634352,0.001381803287847377
ADAMTS1,-0.02042617281636642,0.001390314637228833
PAGE2,-0.020329808023454524,0.0014647899842909135
IGHV1-14,-0.020279310674358023,0.001505268557443898
HEPHL1,-0.020224494978183398,0.001550373325036484
FCGR1A,-0.019618376787862112,0.0021390759545702924
COL12A1,-0.019585307733908996,0.0021764466806838694
GPX2,-0.01953728718935425,0.0022317800336148497
C17orf77,-0.019371714975594204,0.0024325975915875132
LAIR1,-0.019302386263382817,0.002521492605638996
IGKV1D-43,-0.019267685536900676,0.0025670936595664933
TAT,-0.019234482385771884,0.0026114314714812147
HES5,-0.019220582918392973,0.0026301991210601616
RP11-557H15.3,-0.019218248425285623,0.0026333633180453926
VSIG4,-0.019190592443164844,0.0026711142146543638
HCAR3,-0.01888535164723331,0.0031218887955675612
SCGB1A1,-0.01875962719010246,0.003326937508315468
TRBV5-4,-0.018681002694893204,0.003461326694603126
DCN,-0.01867320466570899,0.0034749212721687513
IFNB1,-0.018461829545504013,0.003862437788710579
WNT2,-0.018202761457068468,0.0043907394389594255
IGKV1D-16,-0.018166351779787846,0.004470020187834873
MSR1,-0.018136782907538968,0.004535357259969065
TRBV9,-0.018106074460918293,0.004604126995983734
F2RL3,-0.018076214523236912,0.0046719006606224306
ADH1C,-0.018013859091529687,0.004816350546421632
TRAV6,-0.017988558743422006,0.004876103834835335
IGKV5-2,-0.017970188506758255,0.00491990923476358
TRBV6-2,-0.01787359501549215,0.005156154922844394
TRBV15,-0.017816036367519744,0.005301757866359964
IGHV1OR15-9,-0.017692607307329914,0.005626580333083462
TRBV14,-0.017572402973453072,0.005960062262320987
ROPN1B,-0.017382746477092117,0.00652254786819336
CRB1,-0.017364339518446476,0.006579604498696014
STAB1,-0.01733949023512322,0.006657342459057586
OMD,-0.01724942720453211,0.006946060535562851
TH,-0.01719831336693752,0.007114874859669956
NFE4,-0.017158143707763467,0.0072501185431586585
TRBV5-1,-0.017136235599225575,0.007324847161960941
MCEMP1,-0.017089154914757713,0.007487782296489954
LINC00052,-0.016984028028491884,0.007863387473436971
CFAP77,-0.016923008658768692,0.00808906217329666
AOX1,-0.01684716378121599,0.008377639478328865
IGKV1D-12,-0.016802484281517125,0.008551915690285633
CTHRC1,-0.01673240984005278,0.008831780132998113
IGHV4-55,-0.016514903321769372,0.009753297440202102
VTN,-0.016513277586170164,0.009760496401046348
DPT,-0.016373667276479056,0.010396652545189438
IVL,-0.016364821931401697,0.010438173367436118
TNFSF18,-0.016325411935335345,0.010624965682768736
CYBB,-0.016316863130155426,0.010665874817045458
IGHV3-41,-0.016299164835122653,0.010751012969634733
JSRP1,-0.016241362743505565,0.011033295687131529
FAM162B,-0.01622232262871988,0.011127711408400657
NPY5R,-0.016106707400224716,0.011716583409603134
SPRR2E,-0.016000148839433,0.012283635367356431
LRMP,-0.015994330507087998,0.012315286105234698
CSN3,-0.015964952244782005,0.01247620465549996
HP,-0.015904837388845947,0.012811295769319504
KRT75,-0.01570928273462522,0.013957092025944707
AURKB,-0.015673697946541963,0.014175053290917184
EPYC,-0.01561182193543495,0.01456120978867815
IGFN1,-0.015398967622330778,0.01596133773053354
CHGB,-0.015330266965983469,0.016437844983768917
IGHV3-35,-0.015268198093545328,0.016879052682373812
IGHV3OR15-7,-0.01513817995044458,0.01783708392230674
VMO1,-0.015093400042779835,0.018177900073155284
APLN,-0.015081796856027535,0.01826713578052624
TRAV27,-0.015049151121324633,0.018520262214752028
ATAD2,-0.014988757929432142,0.01899663492478445
ADAMTS5,-0.01494526136692094,0.019346333413434415
KLK2,-0.014767310896184353,0.020836232655873126
IGFL3,-0.014704619412295101,0.021384442932352025
PLA2G4E,-0.014630284322261516,0.022050710492313316
IGHV1-67,-0.01458261099645306,0.02248744859265418
CXCL12,-0.01457968476596456,0.022514499194483645
AP000692.10,-0.014516638129102286,0.023104221526777928
DCX,-0.014426040787464336,0.02397511350970888
KCNJ16,-0.014327296385660711,0.024956607274865705
TRBV6-1,-0.014295676842755917,0.025278165166494903
RP11-70C1.1,-0.014154407371873165,0.026758989420576286
TAC3,-0.014150907148620589,0.026796611224151674
TRBV5-6,-0.014122023014828474,0.02710881673852234
FEZF2,-0.014080298466447686,0.02756535364727525
COL11A1,-0.014038440750169757,0.028029995372555672
GHRH,-0.014027209361500575,0.0281558122478989
KLHL1,-0.01391841579910009,0.029399942846513098
IGHV3-72,-0.013808500316370905,0.03070463906127738
RND3,-0.013734449345354765,0.03161139007603928
ODAM,-0.013671105655072723,0.03240516094082524
CETP,-0.01352556393124953,0.034293888556622014
LILRB5,-0.013449291439790583,0.03532072270848832
CH17-212P11.4,-0.01340721347082871,0.03589835413989955
TRAV25,-0.01338790054961679,0.03616616040996651
TRBV7-6,-0.013383675290882729,0.03622497726522216
KIF23,-0.013383653736908016,0.03622527751183125
IGHV7-81,-0.013168045010434688,0.039336781150426825
TRAV3,-0.0131321374648569,0.03987641066704164
TRAV4,-0.013118837267795972,0.04007787783981825
TRBV7-4,-0.013102336105216376,0.04032903166485697
FOLR3,-0.013078800957996706,0.040689553630538416
RP11-1080G15.1,-0.013047405830233574,0.04117472759969871
CTC-490G23.2,-0.01295526022256228,0.04262711319744069
CCL8,-0.012874149546409811,0.04394119118379112
TSKU,-0.012865703013737764,0.044079979384094144
TRAV10,-0.01279070574366721,0.04532859431044732
DNAH17,-0.012789042580225545,0.04535661844237308
TRBV29-1,-0.012782302310665732,0.045470340840508945
IGLV4-3,-0.012781055858860689,0.0454913973855554
TRBV3-1,-0.01268740236575831,0.04709717522966678
TRAV1-1,-0.012510769646766617,0.05025557290495
IGKV1-16,-0.012439464610813609,0.0515799506908654
TRAV38-1,-0.012336493541049404,0.0535439185936907
EGR4,-0.012318136533860158,0.053900518657203175
CCL2,-0.012276227333698032,0.05472207315098145
DSG3,-0.01220534480753103,0.056135355079661935
GNAT3,-0.012162491077637257,0.05700443674358349
OLR1,-0.012102452338676309,0.05824083341994957
TRAV30,-0.011861993428949835,0.06341802535355023
IRG1,-0.011848963545798155,0.0637090941862951
PROX1,-0.011839913838338073,0.06391190025019494
CDC20,-0.011792605580004374,0.06498078551287868
HSD17B6,-0.011730044294699505,0.06641689989152287
ALOX15,-0.011721131154686011,0.06662361555683932
TRBV7-9,-0.011636683811480341,0.06860854723586055
CFAP126,-0.011631421636739586,0.06873382616804165
TMEM158,-0.011539026746467255,0.0709643055562633
CCL11,-0.011521002026535936,0.07140627950021737
JAG1,-0.011374108747086074,0.07509287991912919
RP11-503C24.4,-0.011288148082816923,0.07732137768800153
STMN2,-0.01127334734453358,0.07771046471183712
NPTX2,-0.01119656281409204,0.07975467235924218
IGHV1OR16-1,-0.011164559536766138,0.08061949028029902
ZBED2,-0.011156958355342632,0.08082601067742295
TRBV21-1,-0.011108598455940075,0.08215000548797727
RETN,-0.011066152662599825,0.0833265264128967
MS4A7,-0.011016732979306405,0.08471350708193859
TRAV13-1,-0.01085802301090402,0.08929446524267198
IL10,-0.010849803393749769,0.08953704452096012
LAMP5,-0.010794685683875985,0.09117743008656168
EGFL6,-0.010772539229410958,0.09184330898435633
COL10A1,-0.010756925689965849,0.09231510636513666
AADAC,-0.010752164467854805,0.09245936377969192
IGKV1OR2-108,-0.010746647922085566,0.09262673259727384
CCL24,-0.010729357700495764,0.09315288436281971
IGHV4-59,-0.010697643636883962,0.09412419429715688
GNG13,-0.010682546428777124,0.09458942226352733
MS4A6A,-0.010627547199055636,0.09629985508267072
IL4,-0.01062318382588674,0.09643660531218776
COMP,-0.010587036558133742,0.09757546139829569
IGKV2-26,-0.010483015356617041,0.10091280352329882
THBD,-0.010460102420914932,0.10166001082044233
CALML3,-0.010335176297179269,0.10581172567086078
RP11-762H8.5,-0.010180004187884686,0.11115460400837703
CLEC4C,-0.010155457252295741,0.11201897883646116
MS4A6E,-0.01006725648986561,0.11516861829974366
IGHV7-27,-0.010061206173774642,0.1153872016652546
CYP4B1,-0.010028624993543048,0.11656989437819425
IGKV1D-27,-0.01000562504322768,0.11741050773630991
PPY,-0.009979739341552817,0.11836227361316828
TNN,-0.009850931733865368,0.12318851917545984
TRBV6-5,-0.009846305494063365,0.12336467505394194
IGHV3OR16-15,-0.00977145013139252,0.12624239960144454
IL2,-0.009747447676128597,0.1271761313229487
SLC16A10,-0.00971686488873972,0.12837362278926456
TRAV14DV4,-0.0096886818602064,0.12948489238932762
HBG2,-0.009670397571780408,0.13020983577066383
BPIFA1,-0.009623772448476585,0.13207270475172686
TRBV11-3,-0.009462516021901159,0.13867505418741283
IGHV1OR15-2,-0.00942565459250759,0.14021938846815643
SRGAP3-AS2,-0.00930823623897678,0.14522696148589093
TRBV4-1,-0.009289000137934973,0.14606022630066456
HDC,-0.009130137938474428,0.15308224655120242
IGHV3-22,-0.009092792094824258,0.15476969110968605
ADH6,-0.008881338290338672,0.1645915365101877
GP9,-0.008858679500824546,0.1656712530324981
RP11-20G13.2,-0.008759245343162228,0.17047246602692143
IGHV1OR21-1,-0.00871082605831612,0.17284781285619383
LINC01048,-0.008615008762620108,0.17762120031707263
CST2,-0.008598743822003872,0.1784411327753537
XCR1,-0.008564896762276793,0.18015642013496166
IGHV3OR16-9,-0.008371726998246577,0.19018080664214926
IGHV3OR16-13,-0.008361828471613063,0.19070533101628004
XCL1,-0.008343889589723012,0.19165862743091672
RP3-393E18.2,-0.008300596312161991,0.19397371867323496
TRDV2,-0.008268888230794415,0.1956822728557797
TRAV23DV6,-0.008266124134311211,0.19583173412624433
IGHV4-28,-0.008252234422425026,0.1965840504716709
IL13,-0.008202198167650082,0.19931173823538725
NCCRP1,-0.008152909952900293,0.20202558187312447
IGHV3OR16-8,-0.008076506245350954,0.2062855010972918
TRAV29DV5,-0.008019899215826106,0.2094834543301708
CTBP1-AS,-0.008005396800430472,0.21030849931667206
TPSAB1,-0.007963629526500277,0.21269777877051763
MGC39584,-0.007945247406898627,0.2137555089514806
TRBV7-7,-0.007883663103207407,0.21732678857818474
FOXD4L4,-0.007829317815401008,0.2205137458314884
PSAP,-0.007802234281919436,0.22211445334502067
FCGBP,-0.007800710550402322,0.2222047564571126
SCARA5,-0.0077438586788580906,0.225592860297659
IL36RN,-0.007690422153479525,0.22881090239601376
JUND,-0.007673555729809572,0.2298333808956925
TRBV7-2,-0.007645637778779894,0.23153296018019304
TRDN,-0.007504006204106194,0.2402926453796771
TRBV11-2,-0.007482329026678589,0.2416536815820866
IGLV1-50,-0.007437688521701501,0.24447357495564842
ADM,-0.007406975514300736,0.2464270469019608
IGKV2-28,-0.0074009942489513605,0.24680874863789742
PRPH,-0.007376102371312334,0.24840170162182565
FAM216B,-0.007282126274978105,0.2544804602514511
TRAV5,-0.007236122423292706,0.2574936028565641
IFIT2,-0.007204337340009606,0.2595898531060844
ID1,-0.007177938790755104,0.26133981669754097
APOC2,-0.00713602945782794,0.2641347113699367
PECAM1,-0.0071173656544841835,0.2653859924951802
TREM2,-0.006992173125390586,0.27388480692031836
ABL2,-0.006891427743052307,0.28085767857443505
TRAV1-2,-0.006830351378390969,0.28514313635118627
NR0B2,-0.006774989866257661,0.2890656236690282
IL21,-0.006725228869581692,0.2926221846447433
PCP4L1,-0.006709768978457501,0.29373310439781947
TRBV25-1,-0.006456598651562347,0.31232782528501035
TRAV34,-0.006448280645604278,0.312951641151593
IGHV2-70,-0.006440970311323306,0.313500562699828
MAP3K7CL,-0.006300794910714282,0.3241486033918622
LTA,-0.00620634037711205,0.3314548673125295
HAPLN1,-0.0062037874912407,0.3316538050429598
CA6,-0.006174928949163736,0.33390801912501256
IGSF23,-0.006135742319602963,0.3369847662991263
SFRP4,-0.006076077451656338,0.34170425270695454
LY6H,-0.005996087759072408,0.3480974474226735
LEFTY2,-0.00591211264615275,0.3548904371942033
TRIML2,-0.005911733535364224,0.35492129307600745
HIGD1B,-0.005758361636597851,0.3675429813189797
CD163,-0.005732991219145027,0.3696574632584554
IGHV3-16,-0.005708691848392864,0.37168975253112346
COL15A1,-0.005674452298479774,0.37456512799102004
TPSD1,-0.005670775740355864,0.3748746942162839
CST5,-0.005664565166546593,0.3753979836196204
NDP,-0.005349915547312757,0.4024973063949705
GPIHBP1,-0.00530677573129914,0.40630206578564015
CLEC3B,-0.005302312937550415,0.4066968880023259
SLN,-0.005236906573970891,0.4125095930354046
C20orf85,-0.0051728048826309965,0.41825385304140644
GPR182,-0.005156190629556232,0.4197503336048728
WFDC1,-0.005152820152365759,0.42005430305212355
LPL,-0.005123694113026386,0.4226864434616574
SPINK6,-0.005066392495116323,0.4278929376459335
C17orf105,-0.005065702849284883,0.4279558262099331
KERA,-0.004938077163437004,0.43968629272544657
TRAV2,-0.004901813493008333,0.4430527603330629
TRAV17,-0.00482288312341283,0.450430811144576
CSN1S1,-0.004796024654202931,0.4529571980805318
FAM183A,-0.00463479398109099,0.4682900840917781
INHBA,-0.004521000436363415,0.47928244791383473
ACTC1,-0.00451013213487847,0.4803396343601109
IGHV3OR16-11,-0.004497135767000215,0.48160548978086565
TRAV21,-0.0044352394533372,0.4876590652381976
KPNA2,-0.004418916224959517,0.4892623229912496
TSPAN1,-0.004323135848140083,0.49872673819331836
MS4A4A,-0.0042435902792507816,0.5066602899976587
C5AR1,-0.004110408593349483,0.5200903454433395
CAMK1G,-0.0041005810676230416,0.5210885759780784
TRBV2,-0.00402920452534075,0.5283681280791184
NELL1,-0.004027732559670851,0.5285187941916061
IGHV3-38,-0.003956575528072351,0.5358282154726752
SLC6A14,-0.003898866918374935,0.5417933392895128
KRT1,-0.0038624508202338777,0.5455745134303425
PVALB,-0.0036510486831549754,0.5677800718404523
IGKV2D-30,-0.003597846592584282,0.5734357587898936
ARHGAP36,-0.003587389591105382,0.574550530740241
IGHV1OR15-3,-0.0035461475775448855,0.5789571164544157
CADM3,-0.0035192303351062764,0.5818416768406692
CCL22,-0.003497462165364767,0.5841793423460104
RP11-731F5.1,-0.0034725291694672473,0.5868622338904413
RP11-290F5.1,-0.0034074949451214707,0.5938869011910684
OASL,-0.0032930762579073854,0.6063382761500253
PAEP,-0.0032282378073586826,0.6134456020770401
CCL7,-0.003151723883253329,0.6218796782981098
CD1A,-0.0030925119259451075,0.6284409007720076
HS3ST2,-0.0030768973307203503,0.6301760700702823
TRBV24-1,-0.002978215423526465,0.6411889933779605
TRAV39,-0.0029730813141032584,0.641764155609903
LEFTY1,-0.002953322589697971,0.6439796825135009
MZB1,-0.002933854189203674,0.6461657540979409
RP1-28O10.1,-0.0027869063607807447,0.6627638201304729
TRAV26-2,-0.002568403571615943,0.6877512668881499
PLA2G5,-0.0025127045052091785,0.6941771512996028
RP11-6E9.4,-0.002375022516361601,0.7101550094463173
IGHV1-69-2,-0.002357633232026313,0.7121822868740729
LINC01272,-0.0023511562840658395,0.7129379034888124
CD1E,-0.0023073322417865145,0.7180578934492259
TRAV8-4,-0.0022206441147162616,0.7282229028201825
RP11-428L9.2,-0.0018776581194976686,0.7688960177944923
IGHV1OR16-3,-0.0018157516077783517,0.7763092227914106
KLK3,-0.0017925266785852117,0.7790956753740539
PGAM2,-0.0017576408385654855,0.7832864962334548
XIRP1,-0.0016709387655099931,0.7937290009994209
CH25H,-0.001663931135405668,0.7945746534259597
FOXD4L3,-0.0016061732304894826,0.8015537531688293
TRBV18,-0.0015495601498606189,0.8084099249346101
TRAV9-2,-0.001484298400000935,0.8163317613425705
C4BPA,-0.00146065165007241,0.819206820115215
MUC15,-0.001338688008980954,0.8340734114381496
NR0B1,-0.0013065266151836932,0.8380038147738936
SNTN,-0.0012623068041011213,0.8434144482458359
AL773572.7,-0.0011623607982706413,0.8556704871515779
FAM84A,-0.00104994975869403,0.8694966401514854
CCL18,-0.001028827743033515,0.8720991635067159
ESM1,-0.0010287524265989185,0.8721084460239809
EGFL8,-0.0009069625073867647,0.8871408274832359
FFAR3,-0.0009002613325096902,0.8879691759319426
KCNQ1OT1,-0.0008920790510244978,0.8889807733895765
RP11-561O23.5,-0.0007881021786398167,0.9018509077348754
TRBV12-3,-0.0007664350136488572,0.9045362098034163
IGFBP1,-0.000629500297087012,0.9215311102618351
TRBV10-2,-0.0006007647075688963,0.9251022869196385
KRT86,-0.0005449396778329469,0.932044312915428
RP11-417E7.2,-0.0005106684475295793,0.9363086491802042
KANK4,-0.0003840792875146227,0.9520749111524138
PGF,-0.00034879865364869435,0.956472608263047
KIR2DL3,-0.00031965253550815943,0.9601066493707522
CA4,-0.0002833724960214207,0.9646313227408723
HCAR2,-0.00027240402515779877,0.9659994889929909
TRAV8-2,-0.00018075897689134258,0.977434477782063
CLEC9A,-0.00017305365135823867,0.978396152033313
AOC1,-0.00012719564384831153,0.984120128505741
KIAA0125,-3.8167815454004244e-05,0.9952346133916067
TRBV5-5,3.995245843305882e-05,0.9950117972483897
MUC5AC,6.793453787765877e-05,0.9915182422469588
RP11-277P12.10,0.00015842049321555435,0.9802225496934577
C1orf194,0.00018665843259082793,0.9766982098094618
TRBV6-6,0.00019192627485261154,0.9760407856545124
DPEP1,0.0001943687390880708,0.9757359727996947
TRBV10-1,0.0002440750150209699,0.9695335976244833
ENTHD1,0.0002769783772676748,0.9654288889291607
FEZF1,0.00027988410243390786,0.9650664408804894
IGSF6,0.00030406045500175273,0.9620510703208748
ACTA1,0.0003087868363915814,0.9614616393604761
SMR3B,0.0006183571535472267,0.9229157643976733
OSM,0.0006331662891011307,0.9210756235337288
CCK,0.0006396171282146748,0.9202741922049542
IGKV2D-24,0.0007150904220829843,0.9109038637948014
DLL4,0.0007349327526925316,0.9084423562684312
KRTAP3-2,0.0008112978763522735,0.8989774131036474
TACC2,0.0008249705956511709,0.8972842475146063
RP11-768B22.2,0.0008574224753061825,0.893267444353447
DKK2,0.0009758608037864232,0.8786314507371058
CLDN14,0.0010366787906752586,0.8711316430441554
PCDH17,0.001041895892547076,0.8704888222842756
TWIST1,0.001132735791986197,0.8593101395047762
IGKV1D-33,0.001153812406370974,0.8567204091492605
NPY2R,0.0012004572147082128,0.8509945782148082
TFEC,0.00122137244895161,0.8484296820821592
MMP13,0.0012757253781001544,0.841771789180255
SOST,0.0012805689353481845,0.8411790250546981
PDZK1IP1,0.00130691578850614,0.8379562300183279
RP1-78O14.1,0.0015431479430461563,0.8091874192051408
THSD7A,0.0015506988401405575,0.8082718759715963
PTX3,0.0016476369564771456,0.7965419008367278
ATE1,0.0016680791399514313,0.7940740598088565
IGLV3-19,0.0016691076452927263,0.7939499498151854
TRAV22,0.0017824419434259943,0.7803064964673129
AC092484.1,0.00183678591881057,0.7737880742452501
PLD4,0.0019924075011570988,0.7552111603702963
IL4I1,0.0020050078975342367,0.7537130369492312
NR1H3,0.0020653550096002477,0.7465510056514703
HLA-DQB2,0.002069162358076865,0.7460998731442205
CDHR4,0.002106533591273247,0.7416763987906775
TRAV35,0.0021911935887204245,0.7316872695955178
